Sample,Charge,IgGIA1H3N3F1,IgGIA1H3N4,IgGIA1H3N4F1,IgGIA1H3N5F1,IgGIA1H3N6F3,IgGIA1H4N2,IgGIA1H4N3,IgGIA1H4N3F1,IgGIA1H4N3F2,IgGIA1H4N4,IgGIA1H4N4F1,IgGIA1H4N4F1S1,IgGIA1H4N4F2,IgGIA1H4N5F1,IgGIA1H4N5F1S1,IgGIA1H4N5F2S1,IgGIA1H5N3F1,IgGIA1H5N4,IgGIA1H5N4F1,IgGIA1H5N4F1S1,IgGIA1H5N4F1S2,IgGIA1H5N4F2,IgGIA1H5N4F2S1,IgGIA1H5N4F3,IgGIA1H5N5F1,IgGIA1H5N5F1S1,IgGIA1H5N5F2,IgGIA1H5N5F3,IgGIA1H6N3F1G1,IgGIA1H6N3F2,IgGIA1H6N5F1,IgGII1H3N3F1,IgGII1H3N4,IgGII1H3N4F1,IgGII1H3N5F1,IgGII1H3N6F3,IgGII1H4N2,IgGII1H4N3,IgGII1H4N3F1,IgGII1H4N3F2,IgGII1H4N4,IgGII1H4N4F1,IgGII1H4N4F1S1,IgGII1H4N4F2,IgGII1H4N5F1,IgGII1H4N5F1S1,IgGII1H4N5F2S1,IgGII1H5N3F1,IgGII1H5N4,IgGII1H5N4F1,IgGII1H5N4F1S1,IgGII1H5N4F1S2,IgGII1H5N4F2,IgGII1H5N4F2S1,IgGII1H5N4F3,IgGII1H5N5F1,IgGII1H5N5F1S1,IgGII1H5N5F2,IgGII1H5N5F3,IgGII1H6N3F1G1,IgGII1H6N3F2,IgGII1H6N5F1,IgGI1H3N3F1,IgGI1H3N4,IgGI1H3N4F1,IgGI1H3N5F1,IgGI1H3N6F3,IgGI1H4N2,IgGI1H4N3,IgGI1H4N3F1,IgGI1H4N3F2,IgGI1H4N4,IgGI1H4N4F1,IgGI1H4N4F1S1,IgGI1H4N4F2,IgGI1H4N5F1,IgGI1H4N5F1S1,IgGI1H4N5F2S1,IgGI1H5N3F1,IgGI1H5N4,IgGI1H5N4F1,IgGI1H5N4F1S1,IgGI1H5N4F1S2,IgGI1H5N4F2,IgGI1H5N4F2S1,IgGI1H5N4F3,IgGI1H5N5F1,IgGI1H5N5F1S1,IgGI1H5N5F2,IgGI1H5N5F3,IgGI1H6N3F1G1,IgGI1H6N3F2,IgGI1H6N5F1,IgGIILE1H3N3F1,IgGIILE1H3N4,IgGIILE1H3N4F1,IgGIILE1H3N5F1,IgGIILE1H3N6F3,IgGIILE1H4N2,IgGIILE1H4N3,IgGIILE1H4N3F1,IgGIILE1H4N3F2,IgGIILE1H4N4,IgGIILE1H4N4F1,IgGIILE1H4N4F1S1,IgGIILE1H4N4F2,IgGIILE1H4N5F1,IgGIILE1H4N5F1S1,IgGIILE1H4N5F2S1,IgGIILE1H5N3F1,IgGIILE1H5N4,IgGIILE1H5N4F1,IgGIILE1H5N4F1S1,IgGIILE1H5N4F1S2,IgGIILE1H5N4F2,IgGIILE1H5N4F2S1,IgGIILE1H5N4F3,IgGIILE1H5N5F1,IgGIILE1H5N5F1S1,IgGIILE1H5N5F2,IgGIILE1H5N5F3,IgGIILE1H6N3F1G1,IgGIILE1H6N3F2,IgGIILE1H6N5F1,IgGIF1H3N3F1,IgGIF1H3N4,IgGIF1H3N4F1,IgGIF1H3N5F1,IgGIF1H3N6F3,IgGIF1H4N2,IgGIF1H4N3,IgGIF1H4N3F1,IgGIF1H4N3F2,IgGIF1H4N4,IgGIF1H4N4F1,IgGIF1H4N4F1S1,IgGIF1H4N4F2,IgGIF1H4N5F1,IgGIF1H4N5F1S1,IgGIF1H4N5F2S1,IgGIF1H5N3F1,IgGIF1H5N4,IgGIF1H5N4F1,IgGIF1H5N4F1S1,IgGIF1H5N4F1S2,IgGIF1H5N4F2,IgGIF1H5N4F2S1,IgGIF1H5N4F3,IgGIF1H5N5F1,IgGIF1H5N5F1S1,IgGIF1H5N5F2,IgGIF1H5N5F3,IgGIF1H6N3F1G1,IgGIF1H6N3F2,IgGIF1H6N5F1
"id_06_2-H,3_01_55447.raw",3,52801.61466,162480.6085,2849534.487,365842.8786,182536.4395,94048.60504,419124.5342,800671.2725,693438.1079,184804.3953,1465483.824,433038.4674,98502.08519,62643.86154,603102.8402,364307.5599,1295171.572,355666.0106,608452.8521,146455.0804,487865.3076,151014.3799,532861.1845,185745.6502,91200.80129,298277.034,52277.15408,152531.2747,104001.4822,278326.6174,140336.4627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570542.4407,327045.9632,426140.6534,420956.3234,66403.87776,419.306595,258967.4347,8088.251324,212428.5922,130451.6635,331323.2451,121760.222,82606.24532,386688.2004,170068.4883,9535.099096,58120.16033,336027.3482,205248.9451,87834.57308,164131.2653,101662.5777,481967.9959,41394.22896,383949.6502,160989.0988,128364.2215,194775.166,2347862.592,667960.7839,137836.5438
"id_08_2-A,2_01_55402.raw",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285497.6729,106770.8246,579347.0998,103289.4346,12639.86168,145465.3812,2617630.598,123231.1734,35004.35362,5830122.798,551021.5148,57644.83152,24716.82151,45009.92427,17120.18592,13994.08618,236838.546,3097391.248,226998.7394,58668.78907,7976.147531,60663.08012,12464.20808,55425.54066,18183.11995,17949.23454,25638.93586,24146.23114,71705.89866,95413.39068,4428.095715,919581.6226,69142.29453,1739442.222,168663.7484,18236.87038,56054.35088,83667.64498,660125.235,76883.9349,67602.55388,1939356.346,59866.85251,88681.34736,210091.587,16882.2931,19874.50408,395192.2648,73299.29117,529283.5308,82953.00559,21368.78897,49124.42738,16738.95389,69929.424,44065.16638,19869.86695,12706.85909,19030.2057,31457.69565,45164.07956,3861.220497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10498144.5,708704.5178,23564365.79,2304886.485,48572.21787,295452.6173,1206158.309,6387051.822,841624.9659,679773.5818,14795621.71,412148.861,475780.227,1273256.518,148699.9192,25954.11036,4702704.746,618303.484,3556195.102,503500.62,196616.6295,301087.0249,93518.79639,423643.3755,179750.9529,44980.65111,53676.92146,39127.20005,66575.73914,583987.6561,32007.6087
"id_08_2-A,2_01_55402.raw",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248268.1558,14854.49248,374194.7564,37718.88034,64927.10061,112540.9435,199811.2829,68736.21613,227311.6677,949063.2906,149922.3843,364033.4571,12608.54388,138111.2824,219581.6747,181124.418,268779.0786,1043942.673,255037.988,155291.1032,42176.56825,130396.9588,249775.6827,213907.6203,22510.70615,70175.06514,200544.6815,70505.60799,65725.26969,165740.8367,54123.72761,72738.21533,160750.2254,379329.4566,207927.4798,56320.96165,4698.164727,50388.25894,317327.9776,135021.9993,39475.85824,828615.0503,101773.7163,87898.33252,250518.3023,88636.11801,40386.12547,226191.6667,36368.5549,361315.1743,121811.9828,41163.12896,112183.9741,44597.99168,92184.65946,52759.02749,30705.25696,72952.24461,7581.972368,68972.7444,153155.747,38524.35745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476767.3217,236106.2164,4215692.666,955092.5576,626573.6149,101820.054,61358.41541,205906.7997,1043199.816,354023.3503,5366308.992,712107.4892,77076.71184,1194755.233,530008.9119,290592.4769,749721.395,406117.4917,2086767.996,953492.7475,629050.5494,309210.0776,1495107.621,828056.4409,321894.4192,142474.5561,115556.193,247545.7141,2054945.198,558982.5685,57593.66271
"id_09_2-A,3_01_55426.raw",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14339.35867,289785.0113,33240.06723,193573.7984,14299.34193,27977.6391,10618.29979,8414.934072,46855.45804,24373.97168,64626.78009,194853.2297,25158.83134,35358.88664,6195.634771,24113.70526,3663.778772,23219.89244,75211.47046,19051.37409,6092.553814,37042.92681,10953.61068,14316.88466,22652.34362,20792.28918,11563.22696,12125.49116,24724.0283,10400.55709,41728.92141,3337698.312,147347.9228,5824566.422,490285.3452,21491.82353,122018.389,244670.9354,2582445.571,227658.0202,132784.7053,6752052.438,169884.215,295748.5834,631102.8973,51543.11189,18817.80502,1367583.844,128410.0576,1878789.885,227500.5202,67179.75612,130690.0404,39157.80446,190225.4739,74616.29967,32150.9451,14886.2033,24937.81468,44560.19512,117253.2066,16006.02057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11311869.86,743559.5731,24919841.12,2366033.913,45140.77505,305524.8379,1643314.543,6508932.28,885552.8175,1511922.451,15793504.46,397180.8853,461652.8144,1224825.479,143610.3417,29007.00633,4629510.587,1460682.547,3589004.715,452913.3813,166215.6917,280129.0839,83139.62172,362907.9078,156367.1478,37790.57356,59249.76845,37849.50771,75372.47456,535798.5779,33397.13672
"id_09_2-A,3_01_55426.raw",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635330.9424,584031.3698,221803.332,14034.1658,524798.9721,136621.4272,254764.4705,82659.3315,296339.9103,696721.1172,100925.7587,7883.587016,46456.39116,100577.2643,32152.65026,402081.2167,289171.5574,839407.7156,94370.3602,4740420.343,46294.22704,121437.9169,9366.895511,3245953.44,96203.80466,167544.4918,108046.3696,199448.5496,193523.7343,15553.01554,132359.5578,191648.7729,273774.1633,1196471.035,363714.4208,153868.3922,26854.41002,84854.20013,500211.6449,385253.4122,68894.49846,2773367.751,156196.4836,178224.1982,700106.148,136446.7164,232179.587,422765.8593,123166.2909,1203919.369,395425.5141,325996.2876,126642.963,56351.47133,286556.6921,145657.4625,106984.2733,31170.02034,116498.3735,31508.66537,303640.9986,43181.62091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568059.0207,228757.6631,4467599.296,933247.2632,657372.7139,81598.26421,104523.3754,120821.3067,994432.6566,515171.3659,5485777.173,829016.5205,107917.7633,1157028.167,825322.1851,351501.1471,707195.8602,712948.3563,2117186.153,884058.9443,615120.5229,271106.5045,1843936.687,747769.4329,325379.4044,182348.3175,125502.9403,332057.6854,2494912.852,582057.0437,37069.85911
"id_10_2-G,1_01_55396.raw",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301646.1934,91156.63089,11733.89826,16807.10411,24129.10881,23138.21564,245658.6309,88149.22174,668060.8869,16540.71116,44237.2116,24993.44153,36272.91478,16333.97958,35360.57021,17233.1324,143236.3909,95161.74034,24453.39052,50966.54772,19015.57621,13538.175,29901.48784,38850.90346,18963.12896,23321.36271,26325.27763,20457.53137,5295.246005,15368.93535,7809.058922,1551411.557,128590.6641,2418315.712,681080.9252,11196.09074,182141.3879,199176.0169,1090081.97,33298.09643,174420.2029,2400127.265,36561.59527,46424.85215,1263268.094,103445.1597,24121.254,886077.7221,199176.6916,699600.3823,73170.15552,11693.27874,91452.51436,24516.15722,66658.29941,479017.3995,52576.40734,78457.62207,33058.70748,28506.91578,25747.48632,45746.32078,17957821.26,1597193.969,24540093.03,1622255.577,60342.64845,1144469.544,3402173.508,18111562.86,1678286.039,520051.3485,9506412.365,272437.7333,190999.1222,486637.8554,92324.13787,71730.20348,20193885.45,671731.8783,3243740.737,186777.5323,53512.80364,114560.3404,87217.019,157769.6404,36786.49272,85664.32281,23617.02073,34182.03362,66881.58265,1878940.501,26713.85326,1242887.831,42258.16622,2949066.892,78489.91645,46563.06964,551496.1158,1665802.338,295888.8828,2017045.644,1608109.478,1584467.598,322568.9414,124231.3796,78204.87798,43574.75475,66610.09479,268864.4347,810157.7686,294369.4651,31524.73558,128549.6709,36112.355,24844.41566,37901.59534,36242.39499,16906.74884,120266.5891,13695.28638,117721.4245,278552.577,82077.35185
"id_10_2-G,1_01_55396.raw",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502942.2484,1905711.556,327652.1686,86793.9562,21374.55521,84472.64534,136632.2965,164780.8071,442706.1578,47795.83844,122610.3969,77877.78552,49461.09209,354903.8845,36096.46166,95013.60446,113754.6496,12211.0147,1658316.106,6002.693925,282767.0083,17923.19335,140036.7906,,34691.4622,49121.95918,99798.08272,34977.27281,4878.783338,4309.376811,150028.2124,720023.9943,367923.39,2013534.298,474463.2847,246734.2845,395332.248,372678.7585,1223654.817,181780.8898,283119.7438,1891702.918,56226.89507,95893.5084,1212664.843,399223.304,42935.71761,1832742.323,404127.032,855742.4103,77252.93377,203328.8774,336602.3567,66417.15841,93918.94201,689964.9506,89074.85449,53053.35062,15725.74748,114873.8504,487709.2282,514013.2308,317674.1067,274406.1353,3879932.65,409160.2137,660193.3176,568895.868,37703.05822,1769744.667,780225.2031,354853.7999,3082566.813,795910.6145,218094.5424,192282.9753,509993.646,362128.7747,3012379.489,407541.9928,1808602.213,4956398.554,279254.6812,206668.3826,1034773.663,6730515.631,192761.6506,265344.3349,19742.64783,201423.5021,113563.3049,819956.3279,115310.4285,201298.6479,39158.0812,545310.7569,1797289.042,280808.2708,140961.0275,1567486.297,10384.99487,376308.865,3403604.635,528342.3125,355496.9942,37846.61417,1062980.675,173504.674,351078.1948,173663.8683,1718671.591,298941.5324,155954.9714,55368.91963,117462.1198,219708.705,131702.3536,52814.89428,136497.8599,408800.0482,175957.3188,3454574.54,1314049.75,
"id_11_2-C,1_01_55384.raw",2,3446497.78,337805.4994,8002354.565,350254.0296,36951.27715,149068.4276,399278.2531,2810411.252,284536.3426,152598.5677,2100426.146,48729.15208,61647.73755,111156.4316,37606.68603,27543.634,3294997.65,174513.8001,542169.4719,33541.81294,11882.31201,67315.17961,21189.34583,45679.09265,20104.04642,36531.55797,17762.57514,15126.76315,47717.8401,163176.4501,19521.38964,411519.9056,117010.5854,124131.3015,66904.80608,13151.74844,18929.22943,143853.5478,432967.484,1622959.319,220443.8755,214883.1828,40288.8203,257567.2531,9972.881974,24157.48168,20323.80663,294193.3547,37075.2602,76320.34777,29976.94618,20378.32096,55825.74136,53212.8058,40804.29397,42624.49647,68928.00037,191442.0861,76720.77453,28191.21523,16614.63915,18926.16654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18844006.89,1650601.193,26213380.52,1701811.973,78077.94677,1129996.919,3608542.835,19375973.95,1759583.534,613395.6511,10192582.3,275565.717,164802.7795,525438.6524,111054.8202,76710.02535,20291415.63,682184.0359,3371903.694,220826.165,75383.03582,108616.6551,78487.01625,195882.4135,47388.11398,98310.83047,11943.44793,55845.12558,84677.43786,1923289.048,12615.23745,61862.36658,17643.91065,52688.19514,143809.5588,48378.15051,497094.3819,1453198.891,46312.80879,2108438.35,1335607.919,58424.24335,368522.2791,122215.356,34865.4541,43882.57701,57713.58646,54096.15053,456770.1169,57583.49322,27472.65561,150505.704,40107.20486,33785.34703,28065.13033,25843.99255,18377.73094,162334.6392,30217.26061,160775.1715,298854.6957,95207.97389
"id_11_2-C,1_01_55384.raw",3,71276.59305,80134.50573,1227703.988,97491.7287,75645.07078,97015.9404,149975.2488,233179.664,410558.1875,57479.98885,638747.0667,118607.6844,147860.714,62560.63968,241244.4796,110639.2337,514093.8191,164595.3437,253796.8118,103140.1242,182801.5842,60151.83905,137394.6401,69836.22028,109146.1045,107637.9989,31770.18848,108278.1783,47744.09506,150029.6478,151266.4326,507785.0467,1587751.275,528118.9613,50512.16136,28169.42246,83861.50765,146805.9439,239289.3557,510735.0659,22770.44975,91458.32624,46857.64432,67863.83934,37584.23045,34365.00481,56857.33606,195665.4692,73860.5337,1561290.458,102425.7581,309258.3609,47607.42012,212944.1934,133199.0341,97824.01493,67779.4433,175332.2674,112387.2865,30706.62121,29871.60155,179694.8506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300731.4933,178122.7594,4154312.961,465386.2815,366406.851,495208.9914,44747.20879,1848685.708,501072.1494,345444.3691,3363903.5,857071.635,208445.5576,157980.6503,368243.0007,331391.5795,3141127.325,573945.9835,1819077.473,1691243.844,237640.3492,323310.8495,1089150.876,2396022.874,127191.5032,134471.1566,78546.17995,110146.6733,217203.4904,755019.8661,64939.30302,170608.8957,77818.04771,263072.0872,1364998.952,238562.9188,115477.6519,744088.983,27706.68182,617188.9109,2496571.728,7084.365404,470956.0541,37792.43622,799469.6822,112807.2146,357200.0664,140932.2064,1602416.419,169773.9015,60726.78896,68399.68536,91853.41333,103439.8697,84400.39111,73422.14678,130613.0288,422136.2763,170200.7644,4651563.397,1709300.548,
"id_13_2-G,2_01_55420.raw",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31397.46214,323978.8657,75929.25623,219897.3256,20555.31079,21303.83689,59911.8559,45420.53279,31882.36718,42784.47,78009.61649,7913.01585,221070.606,36595.12721,10643.60898,46018.47675,34527.99745,3348.430545,32395.97238,13371.6568,40395.77827,43986.07434,3023.560235,16548.45963,55317.15157,10846.39756,13977.90943,5176.550565,38159.34264,362463.1213,50675.79076,9689876.627,589500.6183,18084761.26,1561397.572,77311.1448,282136.3147,816444.9082,7386163.865,712089.9327,396219.2749,19856966.54,420952.0043,659229.699,2034414.315,178728.8754,30382.4737,3595791.862,327777.8875,5740619.287,838370.2374,257330.3842,428725.6229,172683.0288,682193.4825,222233.1604,57089.40587,57950.87913,48711.69382,76328.98348,371171.1235,12225.3051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379652.885,121373.5672,2959259.386,252697.3779,12435.35777,227573.4372,3847008.312,791974.209,91147.44507,6918993.967,1972987.384,30000.69136,69487.76087,120366.8177,38590.10791,7622.160149,710655.9925,6953217.6,477831.7241,47519.3222,11891.38967,117656.7966,19387.2297,43108.98653,47652.8832,15737.27023,42681.26347,17544.94876,64439.62478,181068.1363,11724.2506
"id_13_2-G,2_01_55420.raw",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690279.0578,701003.1335,423038.0979,32585.47288,764403.8008,189292.1235,276868.2637,82695.44092,262020.5387,68472.05197,121210.0134,214304.1551,30628.3723,492686.3891,50296.98834,226963.4484,80540.94604,72391.08545,93946.96372,4850898.73,40167.56042,115694.1258,21565.20855,5419687.347,115928.2889,61612.38034,36122.43094,75865.88871,110247.8835,85283.28144,224472.9415,152758.986,489127.3043,3475614.685,785265.6134,371970.9346,80652.30957,135327.2902,697626.4436,1010181.086,234285.1939,7689056.323,510179.6975,146855.917,1975339.93,372869.5626,456107.8486,708125.616,222273.2579,3449945.149,1282402.39,1053078.112,357652.7054,273314.4852,1033045.911,335316.0771,200437.8548,81172.38608,241654.8096,106341.1378,637207.7412,101382.0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447278.9215,153132.9648,615939.1422,60181.49595,77069.53322,30571.18919,195004.3666,195319.1665,462943.1918,1261885.026,679082.2807,968611.6877,183184.4803,232295.4882,1562052.437,138533.3829,519890.1677,2793018.904,228085.4512,223557.3881,144688.2396,209125.8195,629645.8,366393.4894,67804.67876,391432.6358,167404.8231,538184.3002,3856200.675,824396.9365,10313.1778
"id_14_2-A,4_01_55450.raw",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262387.257,56564.9482,6123.639946,31677.70838,16765.32035,9608.239907,78377.52131,7325.643669,22885.05089,28299.27787,27022.92804,12168.45563,26876.8824,23212.85798,8220.928599,7331.985018,20437.57968,50134.54251,40991.85969,29963.65877,10595.93746,12007.40727,6164.131405,23939.02685,13629.9272,10718.23276,15379.95226,8162.983355,17391.86597,21459.89168,17170.22453,9077374.09,521294.4197,15711685.76,1370863.734,53668.37285,323015.6095,774907.7414,6888144.552,593817.0813,323477.4671,17599067.33,419235.8381,563267.7061,1820690.874,167244.7848,19626.15265,3577408.124,287268.0019,5148578.87,766408.5468,250948.8214,381245.6451,152247.8553,635276.929,191620.8867,48395.37676,44265.16292,44845.78028,76284.37077,363293.7458,12025.43826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"id_14_2-A,4_01_55450.raw",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559536.944,1153952.858,124172.717,121242.1278,52418.52981,171796.3115,303695.6381,42406.7236,185595.0143,127390.7035,67578.07632,285342.6842,108359.4871,261044.3373,29487.02971,70256.90404,58470.12313,49876.92731,238038.872,16167.5158,57388.61502,66882.81809,92281.36345,35189.45212,59825.78647,20280.19917,161209.8962,34989.37871,35319.74649,,314686.9889,192919.256,534184.1051,3008510.755,811232.3167,444803.7454,127594.4075,116618.0398,920157.4207,796861.1452,256914.9365,6977708.972,567229.2341,124965.2285,1802536.383,447520.9874,425940.7932,718164.4549,200363.9133,2988497.572,1103499.534,981313.121,412117.6984,424673.2153,991881.8421,292561.0867,264835.7709,138414.2152,158409.0877,158138.7512,651506.9715,97883.13271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"id_17_2-C,3_01_55432.raw",2,8199816.542,822319.217,17232294.96,882576.9778,25823.09495,300582.788,1029473.771,6731870.852,548848.804,282518.9398,4780807.456,145520.1313,84942.12782,200400.5601,36759.94775,15091.31813,7920626.352,323891.7981,1281556.107,59095.57525,13263.22137,58317.83841,31172.30895,45262.60665,33856.72955,48343.39032,29646.71419,52201.89053,22096.78634,467808.0727,13065.84717,249768.9058,122921.051,185784.887,93309.64797,6878.457481,8973.425801,92010.88469,64238.63301,196065.9076,88595.8761,129317.5252,31707.35383,17779.4007,30574.75355,10377.90854,8734.318296,59642.43934,47185.06039,32400.06606,26146.05356,8891.17573,20988.23889,12944.63307,22866.98684,18558.69128,3279.547091,28687.4324,16335.03168,16110.42475,17099.05315,11896.9088,437281.5404,78669.12003,771796.3495,145572.2238,27383.30866,167796.09,186614.4186,1671746.249,21180.62725,273732.3143,722374.6197,43721.04178,47397.25038,188939.6339,23978.05388,11158.8466,451992.9694,270523.2637,302879.1606,40027.75165,18726.13412,30251.83438,22411.34105,38515.65153,85048.67896,28159.28935,17172.62493,22954.30891,33231.12174,10880.8671,2848.550915,4915239.405,503991.2135,9382985.974,512522.3364,3228.250252,461771.897,600988.8134,6231299.873,400078.2682,209252.6745,3471364.288,79462.90205,93278.03072,216323.27,31911.03489,2101.662832,4803403.246,168147.2662,749032.3049,38113.63011,10014.96798,46387.33442,21005.93507,34909.33,56065.73805,13372.66986,18874.35458,10838.0346,36247.04954,288207.4134,12549.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"id_17_2-C,3_01_55432.raw",3,112874.4172,134193.4188,2723053.793,359808.2837,173533.3712,160065.9136,296879.9041,580322.772,850179.6047,162805.8207,1401714.321,287470.4241,119491.0272,23957.66705,445701.5553,319958.008,1176006.158,289193.2275,608171.1038,124478.7523,457511.0666,136905.5522,411807.6153,101185.0061,97654.77157,256733.2864,31848.72854,173519.5206,125607.8586,243105.8621,123508.7059,746043.9403,954062.9339,217056.9278,51356.01804,870.7558079,221196.7367,324560.1534,116022.4114,183416.5283,89821.60444,108517.0622,84760.15669,,10408.55756,83238.1974,16209.14106,122586.3178,116589.8481,646062.4906,109209.7664,343314.3032,5899.898132,187621.0888,142522.3388,88219.08675,,139930.9303,1243.48762,2243.654094,,104954.5073,179058.1738,290971.5613,1270360.539,383607.38,132201.4024,116071.4155,163005.6148,4393248.923,49876.52508,474005.6771,1492592.546,33007.54234,476878.2366,447875.0086,760230.6474,243378.5929,1241124.603,118565.2976,514678.4351,53303.39996,125140.0497,50089.8044,6838.797785,50808.08734,261203.4436,132433.7604,417619.0293,119228.4153,193688.5071,184961.6569,182627.8879,53917.95361,93123.06467,1595549.849,84452.23148,281373.5763,147359.1737,25441.96803,968690.4567,607519.2264,167356.6271,1404898.648,200147.8262,106263.0314,179433.6444,184624.8259,201633.5726,874141.3044,161033.7266,475227.7026,1880092.522,65161.41553,436946.2902,281201.3957,2710871.287,116496.6607,112741.5561,34442.25393,147585.8846,114040.6777,203613.1871,83356.6724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"id_19_2-H,1_01_55399.raw",2,1112599.016,111973.8034,2449823.611,145169.4785,33218.47797,40421.01119,248552.0542,917365.7966,107205.8382,107622.5676,669883.3411,123615.4419,74214.42934,71681.26627,57544.27762,20634.63445,1058510.11,109018.8582,230347.3675,31750.1259,25675.76729,71484.75854,31305.31333,53702.67507,31423.26972,22805.10327,46779.63587,23488.96414,53577.03249,73777.61976,37914.02342,34174.08006,140399.555,41253.97304,38706.14896,38143.69757,21275.01961,30960.59682,59924.21389,159463.0486,279594.0179,13708.47124,418290.755,30954.37882,45267.03938,29585.15589,8245.81891,43312.6032,135271.4013,53016.31772,7935.788642,9308.478813,54597.20082,16451.21836,7846.947113,17325.77608,15459.47044,43930.65006,31003.74465,20911.92932,25681.61824,17526.55319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241753.196,292298.5879,4015325.59,272751.9832,22036.80657,159400.4259,332914.6395,2419571.977,195706.056,135257.8521,1371534.425,183387.1118,54575.92878,100770.036,41518.67066,21504.30348,2672315.61,121484.707,426871.3728,42250.16006,88368.59973,37711.55355,3157.952341,47145.55948,16365.13232,22419.74507,15675.62484,11908.09491,32556.31011,159921.6011,131701.7218,9067231.052,496025.9056,19946463.36,2022035.244,47875.45399,265124.4919,1080687.698,4824529.584,896322.5672,599720.6014,12522515.76,414278.9672,424839.5819,1064604.692,140749.432,17637.42236,3814736.506,359586.4726,3090268.848,463980.3722,184588.3458,263791.4266,86962.71602,377749.0209,112990.0019,35621.88854,40177.73214,22053.08934,65141.32994,473622.2087,27543.62033
"id_19_2-H,1_01_55399.raw",3,14288.24547,10112.48305,517960.6359,152479.6612,134877.8115,75781.30171,16526.37971,276643.9881,156017.2282,28347.23606,224302.8886,101813.1361,132429.791,76437.80975,137438.5648,102141.2969,276816.4621,164795.4335,107811.8606,84324.33554,87765.44183,106218.4753,127880.0601,61915.62069,160602.5811,112589.2173,51112.53987,58055.75364,84642.44432,110000.5414,149569.0304,546153.7563,748996.8116,188476.0618,35731.72042,343841.06,191540.6354,370117.2256,109798.335,289698.6213,734495.6466,82388.03433,435832.6907,22494.26512,194524.4521,65302.72159,299214.1763,302947.1984,762613.9703,20236.22059,3569552.683,54114.7741,24760.07896,9800.555765,3501173.668,61641.07548,117869.0119,183448.2444,110664.5459,65253.11856,17825.18958,113375.6722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154219.5792,126973.9456,695494.7803,355964.918,261780.0894,98610.4421,,591030.9599,235330.9432,151106.4788,645361.3188,322865.6037,435725.0245,358153.6436,226008.8923,119300.6116,371950.1465,40344.73979,162751.9251,840849.7617,17840.53286,516168.5976,231979.3531,1429345.234,86416.88287,196987.7624,234501.1079,177378.6803,66372.62855,6257.704921,360622.1984,439404.1127,179704.2085,3603646.789,1050290.111,543817.8625,89853.11974,260432.7714,164724.5804,1076073.102,1041028.019,4607442.637,539906.201,192071.0199,1141554.606,413123.0013,324013.9058,613472.1671,412449.2851,1905869.646,803353.2623,527463.8773,159992.1885,1318209.286,679998.7706,309578.2548,173241.7825,125262.5457,224376.1831,1964345.225,702692.3672,49973.11384
